"county","state","total_votes_12","dem12_frac","rep12_frac","total_population","registered_voters","reg_vote_frac","turnout","hs_diploma_degree","median_income","poverty_frac","caucasian_frac","gini_coefficient","median_age","adult_smoking","uninsured","unemployment","violent_crime","homicide_rate","infant_mortality","african_american_frac","latino_frac","bachelors_degree","graduate_degree","competitive_state_08","margin_state_08"
"Alameda","California",595642,0.788534052333449,0.181622518224034,1483683,810836,0.546502184091885,0.734602311688184,0.859,"High",0.1115,0.356,0.456,36.2,0.106,0.148,0.09,719.29,9.69,4.6,0.124,0.219,0.403,0.163,FALSE,0.240577795146698
"Alpine","California",653,0.595712098009188,0.361408882082695,1164,773,0.664089347079038,0.844760672703752,0.921,"High",0.1265,0.717,0.449,40.9,0.1758,0.175,0.133,880.54,12.282,9.18,0,0.047,0.297,0.133,FALSE,0.240577795146698
"Amador","California",17649,0.386990764349255,0.582525922148564,38065,21503,0.564902141074478,0.820769194996047,0.874,"High",0.0845,0.801,0.399,47.2,0.212,0.151,0.118,273.69,3.488,5.64,0.0235,0.1155,0.19,0.058,FALSE,0.240577795146698
"Butte","California",90752,0.470171456276446,0.490115920310296,218958.5,122554,0.559713370341868,0.740506225826982,0.857,"Low",0.1835,0.7605,0.449,37.2,0.192,0.198,0.122,341.84,4.14,6.8,0.0145,0.1345,0.241,0.081,FALSE,0.240577795146698
"Calaveras","California",21786,0.397961993941063,0.56756632699899,46063,29014,0.629876473525389,0.750878886055008,0.907,"High",0.09,0.8355,0.412,48.5,0.191,0.155,0.13,213.5,3.44,6.94,0.011,0.1005,0.196,0.066,FALSE,0.240577795146698
"Colusa","California",6034,0.383493536625787,0.596784885647995,21210,7765,0.366100895803866,0.777076625885383,0.705,"Low",0.1535,0.415,0.429,34,0.1896,0.243,0.2,237.2,12.484,7.6,0.0095,0.5295,0.117,0.029,FALSE,0.240577795146698
"Contra Costa","California",438226,0.663639309397434,0.31152190878679,1032298,556351,0.538944180847003,0.787679001206073,0.884,"High",0.088,0.495,0.453,38.1,0.116,0.137,0.09,397.73,9.01,4.1,0.0895,0.2335,0.382,0.137,FALSE,0.240577795146698
"Del Norte","California",8770,0.432269099201824,0.526111744583808,28669.5,12516,0.436561502642181,0.700703100031959,0.813,"Medium",0.207,0.6605,0.448,37.9,0.203,0.173,0.134,436.93,8.56,8.44,0.034,0.1695,0.143,0.043,FALSE,0.240577795146698
"El Dorado","California",88774,0.396129497375358,0.574188388492126,178499.5,110634,0.61980005546234,0.802411555218107,0.927,"High",0.078,0.803,0.421,42.6,0.143,0.133,0.104,257.4,2.58,4.1,0.0055,0.118,0.311,0.101,FALSE,0.240577795146698
"Fresno","California",258827,0.498900810193681,0.480977641436172,910600,410188,0.450459037996925,0.630996031088184,0.731,"Medium",0.217,0.3415,0.459,30.4,0.139,0.224,0.152,535.22,8.18,6.9,0.0485,0.492,0.197,0.063,FALSE,0.240577795146698
"Glenn","California",9211,0.358375854956031,0.61144284008251,28006.5,12542,0.44782461214361,0.734412374421942,0.739,"Low",0.1765,0.5685,0.436,35.1,0.15,0.236,0.147,226.1,6.726,8.02,0.007,0.3605,0.162,0.043,FALSE,0.240577795146698
"Humboldt","California",57470,0.59956499042979,0.32756220636854,131813,80038,0.607208697169475,0.718033933881406,0.904,"Low",0.1795,0.7815,0.473,37.1,0.186,0.204,0.105,377.81,4.21,6.8,0.01,0.0905,0.263,0.086,FALSE,0.240577795146698
"Imperial","California",38565,0.651782704524828,0.331310774017892,167281,61086,0.365169983441036,0.63132305274531,0.623,"Low",0.213,0.152,0.469,31.6,0.124,0.228,0.283,326.13,3.22,4.3,0.031,0.7825,0.122,0.04,FALSE,0.240577795146698
"Inyo","California",8036,0.4258337481334,0.54006968641115,17992,9956,0.553357047576701,0.807151466452391,0.886,"High",0.114,0.674,0.427,45,0.1362,0.204,0.094,399.61,10.034,9.68,0.0035,0.1855,0.209,0.075,FALSE,0.240577795146698
"Kern","California",221472,0.404091713625199,0.571711096662332,810292,332864,0.410795120771277,0.665352816766007,0.711,"Medium",0.205,0.402,0.452,30.6,0.16,0.219,0.133,567.89,8.49,6.6,0.055,0.4765,0.147,0.048,FALSE,0.240577795146698
"Kings","California",31418,0.413107136036667,0.562448278057165,149839,47655,0.318041364397787,0.659280243416221,0.699,"Medium",0.192,0.366,0.413,30.8,0.125,0.212,0.153,385.73,4.31,6.4,0.071,0.4965,0.118,0.033,FALSE,0.240577795146698
"Lake","California",23391,0.562737805138729,0.393313667649951,64710.5,34936,0.539881472094946,0.669538584840852,0.863,"Medium",0.1895,0.75,0.442,44.1,0.245,0.203,0.15,460.42,5.79,5.5,0.0205,0.1625,0.164,0.047,FALSE,0.240577795146698
"Lassen","California",10683,0.28578114761771,0.682954226340916,34661.5,14130,0.407656910404916,0.756050955414013,0.798,"High",0.14,0.675,0.422,37.2,0.181,0.146,0.126,318.86,5.32,7.6,0.0895,0.1645,0.124,0.039,FALSE,0.240577795146698
"Los Angeles","California",3181067,0.696905472283357,0.278313220061068,9801950,4758437,0.485458199643948,0.668510899692483,0.759,"High",0.1555,0.2835,0.489,34.3,0.123,0.248,0.109,510.19,9.21,5,0.0845,0.475,0.29,0.099,FALSE,0.240577795146698
"Madera","California",39866,0.401796016655797,0.573220287964682,147829.5,53779,0.363790718361355,0.741293069785604,0.679,"Low",0.1865,0.395,0.441,33.2,0.138,0.241,0.136,470.55,6.2,4.9,0.036,0.5185,0.135,0.043,FALSE,0.240577795146698
"Marin","California",134516,0.742632846650213,0.229563769365726,249560,155025,0.621193300208367,0.867705208837284,0.918,"High",0.067,0.739,0.498,44,0.097,0.12,0.063,209.7,2.02,3.1,0.028,0.1455,0.541,0.227,FALSE,0.240577795146698
"Mariposa","California",9000,0.388666666666667,0.571111111111111,18058,10792,0.59762985934212,0.833951074870274,0.9,"High",0.113,0.826,0.428,47.9,0.204,0.165,0.11,255.82,8.808,8.36,0.0065,0.0965,0.204,0.064,FALSE,0.240577795146698
"Mendocino","California",35017,0.662335437073421,0.275808892823486,86935.5,49765,0.572435886375531,0.703647141565357,0.832,"Medium",0.167,0.698,0.444,41.2,0.182,0.233,0.097,567.74,6.03,7.4,0.006,0.2115,0.227,0.087,FALSE,0.240577795146698
"Merced","California",62057,0.531849751035338,0.444446234913064,249014,98890,0.397126265993077,0.627535645666903,0.67,"Low",0.2145,0.3345,0.46,29.3,0.117,0.221,0.17,590.95,8.66,6.4,0.0345,0.535,0.125,0.041,FALSE,0.240577795146698
"Modoc","California",3986,0.278725539387857,0.696688409433016,9424,5359,0.568654499151104,0.743795484232133,0.843,"Medium",0.171,0.7935,0.43,45.4,0.1758,0.211,0.135,241.15,13.006,8.78,0.0135,0.133,0.156,0.033,FALSE,0.240577795146698
"Mono","California",5181,0.527504342790967,0.441034549314804,13563.5,5983,0.441110332878682,0.865953535015878,0.874,"Medium",0.1315,0.693,0.401,36.5,0.1518,0.234,0.105,380.26,12.502,9.14,0.006,0.247,0.299,0.113,FALSE,0.240577795146698
"Monterey","California",123518,0.671319159960492,0.302708916918992,409989.5,166290,0.405595753061969,0.742786697937338,0.707,"Medium",0.136,0.343,0.45,32.8,0.125,0.238,0.114,491.47,8.28,5,0.029,0.5375,0.234,0.092,FALSE,0.240577795146698
"Napa","California",56968,0.629651734306979,0.342753826709732,134328.5,72592,0.540406540681985,0.784769671589156,0.822,"High",0.0985,0.5845,0.461,39.4,0.085,0.185,0.078,411.93,1.93,5,0.0185,0.307,0.3,0.102,FALSE,0.240577795146698
"Nevada","California",51676,0.477262171994736,0.483512655778311,97913.5,62853,0.641923738810276,0.822172370451689,0.941,"High",0.0855,0.8715,0.426,46.8,0.141,0.174,0.094,293.25,2.19,3.8,0.004,0.08,0.319,0.107,FALSE,0.240577795146698
"Orange","California",1122664,0.456450015320701,0.518705507614032,2993531.5,1683001,0.562212557308984,0.66706080388544,0.833,"High",0.0985,0.454,0.455,35.7,0.109,0.193,0.076,229.73,2.74,4.7,0.0155,0.3345,0.36,0.124,FALSE,0.240577795146698
"Placer","California",171322,0.390014125447987,0.583235077806703,340245.5,208604,0.613098483301028,0.821278594849571,0.93,"High",0.064,0.771,0.422,39.8,0.081,0.122,0.094,217.82,1.57,4.8,0.0135,0.123,0.341,0.109,FALSE,0.240577795146698
"Plumas","California",10047,0.400716631830397,0.569423708569722,20278.5,13229,0.65236580614937,0.759467835815254,0.922,"High",0.1155,0.858,0.446,48.5,0.144,0.183,0.147,552.97,8.526,8.62,0.009,0.077,0.198,0.073,FALSE,0.240577795146698
"Riverside","California",661907,0.49714385857832,0.480621900055446,2112972.5,943405,0.446482384413427,0.701614894981477,0.792,"High",0.1285,0.411,0.439,33.4,0.146,0.223,0.122,314.54,5.13,5.7,0.0595,0.4435,0.205,0.072,FALSE,0.240577795146698
"Sacramento","California",516809,0.58145852723153,0.391854631014553,1397196.5,698899,0.500215252471646,0.739461638949262,0.851,"High",0.1355,0.503,0.431,34.6,0.146,0.162,0.106,586.95,6.98,5.7,0.0985,0.2065,0.278,0.089,FALSE,0.240577795146698
"San Benito","California",19044,0.5921024994749,0.385580760344465,55010.5,26580,0.483180483725834,0.71647855530474,0.738,"High",0.114,0.3965,0.414,33.7,0.137,0.193,0.139,395.06,3.41,4.1,0.008,0.545,0.183,0.051,FALSE,0.240577795146698
"San Bernardino","California",581517,0.524677696438797,0.451161358997243,2010922.5,851581,0.423477781963253,0.682867513483744,0.775,"High",0.1455,0.348,0.422,31.2,0.162,0.217,0.12,451.22,8.17,6.6,0.0845,0.479,0.184,0.063,FALSE,0.240577795146698
"San Diego","California",1192282,0.525846234364018,0.450166990695154,3041428,1563093,0.513933915252967,0.762770993152679,0.853,"High",0.119,0.4985,0.452,34.5,0.121,0.19,0.089,383.46,3.68,4.9,0.048,0.312,0.341,0.127,FALSE,0.240577795146698
"San Francisco","California",361209,0.835314180986631,0.130328978513824,801253,500107,0.624156165405933,0.722263435624776,0.857,"High",0.117,0.4325,0.507,38.3,0.095,0.139,0.073,712.15,8.37,4,0.061,0.1465,0.512,0.197,FALSE,0.240577795146698
"San Joaquin","California",204697,0.557511834565235,0.420480026575866,674973.5,293004,0.434097042328328,0.698615035972205,0.767,"High",0.1565,0.3765,0.437,32.3,0.164,0.193,0.152,812.49,7.59,6.3,0.0705,0.3765,0.175,0.053,FALSE,0.240577795146698
"San Luis Obispo","California",125638,0.487575415081424,0.477299861506869,265893,158603,0.596491821898282,0.792153994565046,0.882,"Medium",0.1325,0.722,0.456,39,0.091,0.183,0.081,258.52,2.17,4.2,0.019,0.198,0.306,0.114,FALSE,0.240577795146698
"San Mateo","California",285720,0.721283074338513,0.254640907181856,710168.5,361486,0.509014409960453,0.79040405437555,0.885,"High",0.071,0.44,0.467,39,0.105,0.133,0.067,252.54,3.71,4.3,0.0285,0.2425,0.44,0.17,FALSE,0.240577795146698
"Santa Barbara","California",163320,0.576347048738673,0.395579230957629,412960,203994,0.493980046493607,0.800611782699491,0.801,"Medium",0.1405,0.502,0.475,33.6,0.105,0.222,0.08,429.06,2.35,4.8,0.0175,0.4085,0.31,0.124,FALSE,0.240577795146698
"Santa Clara","California",643091,0.701017429881619,0.271879096426478,1755510,817837,0.465868607982865,0.786331506155872,0.863,"High",0.0875,0.368,0.45,35.8,0.103,0.133,0.084,266.35,2.67,4,0.024,0.263,0.453,0.196,FALSE,0.240577795146698
"Santa Cruz","California",120095,0.756109746450726,0.200233148757234,256890,158524,0.617089026431547,0.757582448083571,0.841,"High",0.127,0.6125,0.467,36.6,0.101,0.181,0.111,474.09,3.24,4.4,0.0095,0.305,0.373,0.139,FALSE,0.240577795146698
"Shasta","California",76335,0.338232789677081,0.629684941376826,178305,100235,0.562154734864418,0.76156033321694,0.881,"High",0.1595,0.8285,0.453,41.3,0.251,0.181,0.134,750.69,4.13,6,0.009,0.0805,0.2,0.064,FALSE,0.240577795146698
"Sierra","California",1795,0.363788300835655,0.588300835654596,3240,2326,0.717901234567901,0.771711092003439,0.883,"High",0.089,0.87,0.389,50.8,0.1776,0.201,0.143,379.95,12.312,8.88,0.0045,0.1,0.23,0.07,FALSE,0.240577795146698
"Siskiyou","California",19910,0.404118533400301,0.556353591160221,44652,25868,0.579324554331273,0.769676820782434,0.884,"Low",0.1625,0.8015,0.448,46.5,0.238,0.2,0.153,353.25,4.8,7.08,0.013,0.1,0.226,0.074,FALSE,0.240577795146698
"Solano","California",152444,0.63487575765527,0.341712366508357,409902.5,209484,0.511058117479157,0.727711901624945,0.858,"High",0.1015,0.4245,0.404,36.5,0.135,0.143,0.101,467.94,8.02,6.1,0.1415,0.23,0.24,0.073,FALSE,0.240577795146698
"Sonoma","California",216508,0.711022225506679,0.253034529901897,474048,260315,0.549132155393547,0.831715421700632,0.862,"High",0.0995,0.675,0.441,39.5,0.14,0.18,0.086,381.79,2.33,4.1,0.0145,0.236,0.315,0.111,FALSE,0.240577795146698
"Stanislaus","California",155369,0.500254233469997,0.472803455000676,509809,232909,0.456855410555718,0.667080275987617,0.753,"High",0.1575,0.4835,0.441,32.5,0.171,0.201,0.152,507.82,6.36,6.9,0.0265,0.404,0.163,0.051,FALSE,0.240577795146698
"Sutter","California",31026,0.392960742602978,0.584090762586218,92734,42194,0.455000323505942,0.735317817699199,0.784,"Medium",0.1355,0.522,0.424,34.2,0.187,0.215,0.176,358.38,5.14,4.6,0.018,0.279,0.187,0.056,FALSE,0.240577795146698
"Tehama","California",22977,0.345301823562693,0.619532576054315,62032,31174,0.502547072478721,0.737056521460191,0.803,"Medium",0.2005,0.7285,0.453,39.2,0.211,0.212,0.139,582.16,5.08,5.7,0.0065,0.2095,0.126,0.038,FALSE,0.240577795146698
"Trinity","California",5674,0.471272470919986,0.478674656327106,13854,8046,0.580770896491988,0.70519512801392,0.901,"Low",0.151,0.8455,0.409,48.5,0.234,0.198,0.158,213.5,12.894,8.5,0.004,0.0605,0.195,0.041,FALSE,0.240577795146698
"Tulare","California",101100,0.41297725024728,0.563363006923838,429239,145348,0.338617879549622,0.695572006494757,0.673,"Low",0.2275,0.3445,0.445,29.4,0.145,0.242,0.158,470,9.22,5.5,0.0125,0.5865,0.13,0.042,FALSE,0.240577795146698
"Tuolumne","California",24687,0.404990480819865,0.562239235225017,55563,31769,0.571765383438619,0.777078283861626,0.873,"Medium",0.1105,0.8225,0.433,46.6,0.191,0.158,0.116,230.62,3.32,5.84,0.0215,0.103,0.173,0.062,FALSE,0.240577795146698
"Ventura","California",326974,0.522760219466991,0.452506927156288,807815.5,426948,0.528521673575216,0.765840336528102,0.823,"High",0.091,0.503,0.435,36,0.121,0.185,0.09,222.88,3.53,6.1,0.0165,0.388,0.308,0.112,FALSE,0.240577795146698
"Yolo","California",74475,0.654112118160457,0.313769721383014,196911.5,102186,0.518943789468873,0.728818037695966,0.843,"High",0.1715,0.517,0.456,30.1,0.081,0.166,0.115,270.85,1.63,4,0.0235,0.294,0.378,0.174,FALSE,0.240577795146698
"Yuba","California",19700,0.391421319796954,0.572335025380711,71530.5,30115,0.421009219843284,0.654159056948365,0.769,"Medium",0.187,0.5965,0.418,31.5,0.172,0.186,0.169,396.28,5.15,6.1,0.0245,0.2375,0.125,0.031,FALSE,0.240577795146698
"Allegany","Maryland",29850,0.328475711892797,0.644221105527638,73842.5,42129,0.570525104106714,0.708538061667735,0.851,"Low",0.1435,0.8955,0.446,40.9,0.23,0.119,0.082,404.13,2.3,7.9,0.07,0.0125,0.159,0.074,FALSE,0.254448251175332
"Anne Arundel","Maryland",260155,0.486767503988007,0.487524744863639,525683.5,348778,0.663475266010822,0.745904271485013,0.9,"High",0.0525,0.7395,0.406,38.1,0.156,0.09,0.061,554.13,4.2,7,0.149,0.052,0.357,0.148,FALSE,0.254448251175332
"Calvert","Maryland",45518,0.451008392284371,0.526209411661321,88396,58864,0.665912484727816,0.773273987496602,0.919,"High",0.046,0.8,0.369,39.1,0.198,0.078,0.057,227.42,2.78,5.4,0.136,0.026,0.29,0.119,FALSE,0.254448251175332
"Caroline","Maryland",13357,0.37208954106461,0.606273863891592,32896.5,18165,0.552186402808809,0.735315166529039,0.816,"High",0.111,0.784,0.385,37.8,0.225,0.147,0.084,365.5,5.492,8.76,0.1335,0.0525,0.152,0.05,FALSE,0.254448251175332
"Carroll","Maryland",87536,0.319171540851764,0.648430360080424,168049,110400,0.656951246362668,0.792898550724638,0.895,"High",0.0515,0.914,0.386,39.9,0.177,0.081,0.062,196.2,1.46,4.4,0.0335,0.022,0.311,0.118,FALSE,0.254448251175332
